coil_geometry,turns,gap,offset,frequency,q_factor,voltage,current,ferrite,shield,efficiency
circle,12,10,10,90,150,350,3,B1,mu-metal,83.20804030082115
circle,12,10,10,90,150,350,5,A1,none,82.99822596725356
circle,12,10,10,90,150,350,5,A1,mu-metal,81.86410813971938
circle,12,10,10,90,150,350,5,B1,none,82.49485221115097
circle,12,10,10,90,150,350,5,B1,mu-metal,82.7301059594492
circle,12,10,10,90,170,300,3,A1,none,83.37114763748282
circle,12,10,10,90,170,300,3,A1,mu-metal,83.189743479163
circle,12,10,10,90,170,300,3,B1,none,83.53909591958892
circle,12,10,10,90,170,300,3,B1,mu-metal,83.23083726418555
circle,12,10,10,90,170,300,5,A1,none,83.4782086860787
circle,12,10,10,90,170,300,5,A1,mu-metal,82.67774759417024
circle,12,10,10,90,170,300,5,B1,none,82.4968403915902
circle,12,10,10,90,170,300,5,B1,mu-metal,82.79521305686083
circle,12,10,10,90,170,350,3,A1,none,82.16114634559469
circle,12,10,10,90,170,350,3,A1,mu-metal,83.54557952974157
circle,12,10,10,90,170,350,3,B1,none,83.57036356695747
circle,12,10,10,90,170,350,3,B1,mu-metal,83.13382213607933
circle,12,10,10,90,170,350,5,A1,none,82.55147353211527
circle,12,10,10,90,170,350,5,A1,mu-metal,82.73919209037415
circle,12,10,10,90,170,350,5,B1,none,83.07087602895207
circle,12,10,10,90,170,350,5,B1,mu-metal,83.00215579010238
circle,12,15,0,80,150,300,3,A1,none,85.35209593854911
circle,12,15,0,80,150,300,3,A1,mu-metal,84.80811075381372
circle,12,15,0,80,150,300,3,B1,none,83.98189583950816
circle,12,15,0,80,150,300,3,B1,mu-metal,83.57113796734389
circle,12,15,0,80,150,300,5,A1,none,84.87990587783266
circle,12,15,0,80,150,300,5,A1,mu-metal,84.34837531209843
circle,12,15,0,80,150,300,5,B1,none,84.80991863869895
circle,12,15,0,80,150,300,5,B1,mu-metal,86.592822288922
circle,12,15,0,80,150,350,3,A1,none,84.73460941259518
circle,12,15,0,80,150,350,3,A1,mu-metal,84.32806974833098
circle,12,15,0,80,150,350,3,B1,none,84.14614029089314
circle,12,15,0,80,150,350,3,B1,mu-metal,85.20095603334354
circle,12,15,0,80,150,350,5,A1,none,85.12892095118191
circle,12,15,0,80,150,350,5,A1,mu-metal,84.72539341219418
circle,12,15,0,80,150,350,5,B1,none,84.50835256040254
circle,12,15,0,80,150,350,5,B1,mu-metal,85.01085749571928
circle,12,15,0,80,170,300,3,A1,none,84.77651796020348
circle,12,15,0,80,170,300,3,A1,mu-metal,85.06679166634946
circle,12,15,0,80,170,300,3,B1,none,85.27409914320035
circle,12,15,0,80,170,300,3,B1,mu-metal,84.64636260993753
circle,12,15,0,80,170,300,5,A1,none,84.83635040576432
circle,12,15,0,80,170,300,5,A1,mu-metal,84.9034303024641
circle,12,15,0,80,170,300,5,B1,none,84.4292392237061
circle,12,15,0,80,170,300,5,B1,mu-metal,84.98801929613076
circle,12,15,0,80,170,350,3,A1,none,84.68900577504023
circle,12,15,0,80,170,350,3,A1,mu-metal,85.2636419787755
circle,12,15,0,80,170,350,3,B1,none,83.7897905094313
circle,12,15,0,80,170,350,3,B1,mu-metal,84.46338335195225
circle,12,15,0,80,170,350,5,A1,none,85.23815510297867
circle,12,15,0,80,170,350,5,A1,mu-metal,84.27573233748528
circle,12,15,0,80,170,350,5,B1,none,85.2129060739224
circle,12,15,0,80,170,350,5,B1,mu-metal,84.64246678132562
circle,12,15,0,90,150,300,3,A1,none,85.59253940982448
circle,12,15,0,90,150,300,3,A1,mu-metal,85.69691135300604
circle,12,15,0,90,150,300,3,B1,none,84.45049388288307
circle,12,15,0,90,150,300,3,B1,mu-metal,84.62894034380196
circle,12,15,0,90,150,300,5,A1,none,83.83793237041841
circle,12,15,0,90,150,300,5,A1,mu-metal,84.55917413400792
circle,12,15,0,90,150,300,5,B1,none,84.19134313706189
circle,12,15,0,90,150,300,5,B1,mu-metal,84.00034887033311
circle,12,15,0,90,150,350,3,A1,none,83.75397090275902
circle,12,15,0,90,150,350,3,A1,mu-metal,85.22193386277206
circle,12,15,0,90,150,350,3,B1,none,84.64765528019572
circle,12,15,0,90,150,350,3,B1,mu-metal,84.59475819355391
circle,12,15,0,90,150,350,5,A1,none,85.41075107732253
circle,12,15,0,90,150,350,5,A1,mu-metal,84.00593343997426
circle,12,15,0,90,150,350,5,B1,none,85.0224423712231
circle,12,15,0,90,150,350,5,B1,mu-metal,85.11514722357943
circle,12,15,0,90,170,300,3,A1,none,85.06235702530529
circle,12,15,0,90,170,300,3,A1,mu-metal,85.06701176550393
circle,12,15,0,90,170,300,3,B1,none,84.94693727085074
circle,12,15,0,90,170,300,3,B1,mu-metal,84.84017569258633
circle,12,15,0,90,170,300,5,A1,none,84.8613328410977
circle,12,15,0,90,170,300,5,A1,mu-metal,84.44041236706909
circle,12,15,0,90,170,300,5,B1,none,85.25827890347293
circle,12,15,0,90,170,300,5,B1,mu-metal,84.98455606376737
circle,12,15,0,90,170,350,3,A1,none,84.58666293991584
circle,12,15,0,90,170,350,3,A1,mu-metal,84.61289078351501
circle,12,15,0,90,170,350,3,B1,none,83.95354001147439
circle,12,15,0,90,170,350,3,B1,mu-metal,84.79725425974512
circle,12,15,0,90,170,350,5,A1,none,84.86398028082489
circle,12,15,0,90,170,350,5,A1,mu-metal,85.14537221399047
circle,12,15,0,90,170,350,5,B1,none,84.50685554667434
circle,12,15,0,90,170,350,5,B1,mu-metal,84.41062868178086
circle,12,15,10,80,150,300,3,A1,none,79.33261038128768
circle,12,15,10,80,150,300,3,A1,mu-metal,80.36004614631268
circle,12,15,10,80,150,300,3,B1,none,79.51077781924364
circle,12,15,10,80,150,300,3,B1,mu-metal,79.96278084156232
circle,12,15,10,80,150,300,5,A1,none,79.99716196702114
circle,12,15,10,80,150,300,5,A1,mu-metal,79.52344977882699
circle,12,15,10,80,150,300,5,B1,none,80.2854957864374
circle,12,15,10,80,150,300,5,B1,mu-metal,79.72574369702157
circle,12,15,10,80,150,350,3,A1,none,78.99787642059748
circle,12,15,10,80,150,350,3,A1,mu-metal,79.24344010161823
circle,12,15,10,80,150,350,3,B1,none,79.86721863865911
circle,12,15,10,80,150,350,3,B1,mu-metal,80.23843599088096
circle,12,15,10,80,150,350,5,A1,none,79.97710814810237
circle,12,15,10,80,150,350,5,A1,mu-metal,79.50026444700886
circle,12,15,10,80,150,350,5,B1,none,80.15468986322708
circle,12,15,10,80,150,350,5,B1,mu-metal,79.80349364365358
circle,12,15,10,80,170,300,3,A1,none,79.55350408227683
circle,12,15,10,80,170,300,3,A1,mu-metal,79.52596506272228
circle,12,15,10,80,170,300,3,B1,none,79.81353702142836
circle,12,15,10,80,170,300,3,B1,mu-metal,80.08237861362804
circle,12,15,10,80,170,300,5,A1,none,80.06915186017875
circle,12,15,10,80,170,300,5,A1,mu-metal,80.18563239904094
circle,12,15,10,80,170,300,5,B1,none,78.36650860547863
circle,12,15,10,80,170,300,5,B1,mu-metal,79.18766134075803
circle,12,15,10,80,170,350,3,A1,none,79.85495268544575
circle,12,15,10,80,170,350,3,A1,mu-metal,79.74696845257891
circle,12,15,10,80,170,350,3,B1,none,78.3140443195344
circle,12,15,10,80,170,350,3,B1,mu-metal,79.01297803984565
circle,12,15,10,80,170,350,5,A1,none,80.14541775989936
circle,12,15,10,80,170,350,5,A1,mu-metal,78.96936945682857
circle,12,15,10,80,170,350,5,B1,none,79.76487773999348
circle,12,15,10,80,170,350,5,B1,mu-metal,79.88673319249291
circle,12,15,10,90,150,300,3,A1,none,79.94553434665853
circle,12,15,10,90,150,300,3,A1,mu-metal,79.2978767879566
circle,12,15,10,90,150,300,3,B1,none,80.18811116971187
circle,12,15,10,90,150,300,3,B1,mu-metal,79.50656887996888
circle,12,15,10,90,150,300,5,A1,none,79.2466755874327
circle,12,15,10,90,150,300,5,A1,mu-metal,79.55193279959572
circle,12,15,10,90,150,300,5,B1,none,80.95235683298137
circle,12,15,10,90,150,300,5,B1,mu-metal,79.45931546513836
circle,12,15,10,90,150,350,3,A1,none,80.04641883873309
circle,12,15,10,90,150,350,3,A1,mu-metal,79.7889442727549
circle,12,15,10,90,150,350,3,B1,none,80.61654816787716
circle,12,15,10,90,150,350,3,B1,mu-metal,79.5681958381393
circle,12,15,10,90,150,350,5,A1,none,80.11251534761915
circle,12,15,10,90,150,350,5,A1,mu-metal,79.90027507398057
circle,12,15,10,90,150,350,5,B1,none,79.43423094503753
circle,12,15,10,90,150,350,5,B1,mu-metal,79.27719604005254
circle,12,15,10,90,170,300,3,A1,none,79.75601659400236
circle,12,15,10,90,170,300,3,A1,mu-metal,80.10022314007675
circle,12,15,10,90,170,300,3,B1,none,79.5351026207784
circle,12,15,10,90,170,300,3,B1,mu-metal,80.37848451387316
circle,12,15,10,90,170,300,5,A1,none,79.68138928430479
circle,12,15,10,90,170,300,5,A1,mu-metal,79.83276773929441
circle,12,15,10,90,170,300,5,B1,none,80.27657841779258
circle,12,15,10,90,170,300,5,B1,mu-metal,79.54674638549159
circle,12,15,10,90,170,350,3,A1,none,79.78869249322516
circle,12,15,10,90,170,350,3,A1,mu-metal,80.33398146590288
circle,12,15,10,90,170,350,3,B1,none,78.66325333005832
circle,12,15,10,90,170,350,3,B1,mu-metal,79.06504331453368
circle,12,15,10,90,170,350,5,A1,none,79.50268612587132
circle,12,15,10,90,170,350,5,A1,mu-metal,79.28991787864734
circle,12,15,10,90,170,350,5,B1,none,79.0008066236139
circle,12,15,10,90,170,350,5,B1,mu-metal,79.46740648531583
circle,12,20,0,80,150,300,3,A1,none,80.80388188761337
circle,12,20,0,80,150,300,3,A1,mu-metal,81.07959407092646
circle,12,20,0,80,150,300,3,B1,none,81.25035852105198
circle,12,20,0,80,150,300,3,B1,mu-metal,80.843992488403
circle,12,20,0,80,150,300,5,A1,none,81.52753077211482
circle,12,20,0,80,150,300,5,A1,mu-metal,81.05921549617516
circle,12,20,0,80,150,300,5,B1,none,81.30678101997641
circle,12,20,0,80,150,300,5,B1,mu-metal,81.2651156559087
circle,12,20,0,80,150,350,3,A1,none,80.51619349977123
circle,12,20,0,80,150,350,3,A1,mu-metal,81.3944851180747
circle,12,20,0,80,150,350,3,B1,none,80.90847288327511
circle,12,20,0,80,150,350,3,B1,mu-metal,80.79354897562055
circle,12,20,0,80,150,350,5,A1,none,81.63936514424391
circle,12,20,0,80,150,350,5,A1,mu-metal,81.38097605261602
circle,12,20,0,80,150,350,5,B1,none,81.213311765557
circle,12,20,0,80,150,350,5,B1,mu-metal,80.34249832657653
circle,12,20,0,80,170,300,3,A1,none,80.83044097662906
circle,12,20,0,80,170,300,3,A1,mu-metal,81.4184112351525
circle,12,20,0,80,170,300,3,B1,none,82.45446211821456
circle,12,20,0,80,170,300,3,B1,mu-metal,81.0007130765579
circle,12,20,0,80,170,300,5,A1,none,81.28094569649231
circle,12,20,0,80,170,300,5,A1,mu-metal,81.91038710207795
circle,12,20,0,80,170,300,5,B1,none,82.27417255380729
circle,12,20,0,80,170,300,5,B1,mu-metal,80.60559383017223
circle,12,20,0,80,170,350,3,A1,none,80.80983188265273
circle,12,20,0,80,170,350,3,A1,mu-metal,81.92814932269889
circle,12,20,0,80,170,350,3,B1,none,81.52163469764758
circle,12,20,0,80,170,350,3,B1,mu-metal,81.87693708551612
circle,12,20,0,80,170,350,5,A1,none,82.23897239963516
circle,12,20,0,80,170,350,5,A1,mu-metal,80.22457292210859
circle,12,20,0,80,170,350,5,B1,none,81.79595889193112
circle,12,20,0,80,170,350,5,B1,mu-metal,80.52980501760874
circle,12,20,0,90,150,300,3,A1,none,81.27826322849646
circle,12,20,0,90,150,300,3,A1,mu-metal,81.20330736097704
circle,12,20,0,90,150,300,3,B1,none,81.13149592852413
circle,12,20,0,90,150,300,3,B1,mu-metal,81.44946580076112
circle,12,20,0,90,150,300,5,A1,none,81.82322302818734
circle,12,20,0,90,150,300,5,A1,mu-metal,81.69294361114507
circle,12,20,0,90,150,300,5,B1,none,81.1980737892666
circle,12,20,0,90,150,300,5,B1,mu-metal,80.83019686208192
circle,12,20,0,90,150,350,3,A1,none,81.213420625001
circle,12,20,0,90,150,350,3,A1,mu-metal,81.70133971734857
circle,12,20,0,90,150,350,3,B1,none,81.17664684879544
circle,12,20,0,90,150,350,3,B1,mu-metal,80.78082196766653
circle,12,20,0,90,150,350,5,A1,none,81.31994201331031
circle,12,20,0,90,150,350,5,A1,mu-metal,80.94287978503401
circle,12,20,0,90,150,350,5,B1,none,81.29040034918486
circle,12,20,0,90,150,350,5,B1,mu-metal,80.84607753454318
circle,12,20,0,90,170,300,3,A1,none,82.77964234511632
circle,12,20,0,90,170,300,3,A1,mu-metal,81.41849183875848
circle,12,20,0,90,170,300,3,B1,none,81.24012722553458
circle,12,20,0,90,170,300,3,B1,mu-metal,81.47430757353962
circle,12,20,0,90,170,300,5,A1,none,82.4361177545474
circle,12,20,0,90,170,300,5,A1,mu-metal,80.23601849684424
circle,12,20,0,90,170,300,5,B1,none,80.68845612309978
circle,12,20,0,90,170,300,5,B1,mu-metal,80.66583635723914
circle,12,20,0,90,170,350,3,A1,none,82.03803813974207
circle,12,20,0,90,170,350,3,A1,mu-metal,81.05681289186705
circle,12,20,0,90,170,350,3,B1,none,81.72014946169644
circle,12,20,0,90,170,350,3,B1,mu-metal,81.52024336968789
circle,12,20,0,90,170,350,5,A1,none,81.830570409378
circle,12,20,0,90,170,350,5,A1,mu-metal,80.89603004542167
circle,12,20,0,90,170,350,5,B1,none,81.5934197240985
circle,12,20,0,90,170,350,5,B1,mu-metal,81.59384010452848
circle,12,20,10,80,150,300,3,A1,none,75.98174264246711
circle,12,20,10,80,150,300,3,A1,mu-metal,76.4644252668033
circle,12,20,10,80,150,300,3,B1,none,75.94325987546317
circle,12,20,10,80,150,300,3,B1,mu-metal,75.32247496463485
circle,12,20,10,80,150,300,5,A1,none,76.64051998272157
circle,12,20,10,80,150,300,5,A1,mu-metal,75.28069602231233
circle,12,20,10,80,150,300,5,B1,none,74.66719685378273
circle,12,20,10,80,150,300,5,B1,mu-metal,75.68385525655724
circle,12,20,10,80,150,350,3,A1,none,75.91578690390924
circle,12,20,10,80,150,350,3,A1,mu-metal,74.7359512525275
circle,12,20,10,80,150,350,3,B1,none,76.62569631924627
circle,12,20,10,80,150,350,3,B1,mu-metal,75.60549564538728
circle,12,20,10,80,150,350,5,A1,none,75.96955883498842
circle,12,20,10,80,150,350,5,A1,mu-metal,75.20684326912014
circle,12,20,10,80,150,350,5,B1,none,76.1490629952818
circle,12,20,10,80,150,350,5,B1,mu-metal,75.71541045095283
circle,12,20,10,80,170,300,3,A1,none,75.30627393315635
circle,12,20,10,80,170,300,3,A1,mu-metal,75.99641414383039
circle,12,20,10,80,170,300,3,B1,none,75.9824762746158
circle,12,20,10,80,170,300,3,B1,mu-metal,76.75031887458552
circle,12,20,10,80,170,300,5,A1,none,75.92510111777979
circle,12,20,10,80,170,300,5,A1,mu-metal,76.22835308639073
circle,12,20,10,80,170,300,5,B1,none,76.35115749044718
circle,12,20,10,80,170,300,5,B1,mu-metal,75.06151279094257
circle,12,20,10,80,170,350,3,A1,none,76.8458837421697
circle,12,20,10,80,170,350,3,A1,mu-metal,76.16416363757588
circle,12,20,10,80,170,350,3,B1,none,76.24433407431279
circle,12,20,10,80,170,350,3,B1,mu-metal,76.08754210343398
circle,12,20,10,80,170,350,5,A1,none,76.23765159429661
circle,12,20,10,80,170,350,5,A1,mu-metal,75.88077324414014
circle,12,20,10,80,170,350,5,B1,none,75.81828691606108
circle,12,20,10,80,170,350,5,B1,mu-metal,76.24759524749453
circle,12,20,10,90,150,300,3,A1,none,75.98644127431827
circle,12,20,10,90,150,300,3,A1,mu-metal,76.09788612475873
circle,12,20,10,90,150,300,3,B1,none,76.55929869978353
circle,12,20,10,90,150,300,3,B1,mu-metal,76.13603687915813
circle,12,20,10,90,150,300,5,A1,none,75.77415305919956
circle,12,20,10,90,150,300,5,A1,mu-metal,76.45289440450416
circle,12,20,10,90,150,300,5,B1,none,75.87322666886011
circle,12,20,10,90,150,300,5,B1,mu-metal,75.79963901512328
circle,12,20,10,90,150,350,3,A1,none,75.86610417978245
circle,12,20,10,90,150,350,3,A1,mu-metal,75.97575897008204
circle,12,20,10,90,150,350,3,B1,none,76.15312703240636
circle,12,20,10,90,150,350,3,B1,mu-metal,76.54852468443556
circle,12,20,10,90,150,350,5,A1,none,76.81694065425054
circle,12,20,10,90,150,350,5,A1,mu-metal,76.54480674393461
circle,12,20,10,90,150,350,5,B1,none,76.78875763621964
circle,12,20,10,90,150,350,5,B1,mu-metal,76.26815912244912
circle,12,20,10,90,170,300,3,A1,none,75.72979011064157
circle,12,20,10,90,170,300,3,A1,mu-metal,75.83737112393308
circle,12,20,10,90,170,300,3,B1,none,75.92951134177817
circle,12,20,10,90,170,300,3,B1,mu-metal,76.13644921838389
circle,12,20,10,90,170,300,5,A1,none,75.55414256042548
circle,12,20,10,90,170,300,5,A1,mu-metal,76.84975707978573
circle,12,20,10,90,170,300,5,B1,none,75.3049380202027
circle,12,20,10,90,170,300,5,B1,mu-metal,76.37805192208744
circle,12,20,10,90,170,350,3,A1,none,76.45978871759114
circle,12,20,10,90,170,350,3,A1,mu-metal,75.70575507225718
circle,12,20,10,90,170,350,3,B1,none,75.69042740242303
circle,12,20,10,90,170,350,3,B1,mu-metal,75.91319488840296
circle,12,20,10,90,170,350,5,A1,none,75.8255256899215
circle,12,20,10,90,170,350,5,A1,mu-metal,75.40853361899057
circle,12,20,10,90,170,350,5,B1,none,76.86233624915322
circle,12,20,10,90,170,350,5,B1,mu-metal,75.85045780797599
d-shaped,8,10,0,80,150,300,3,A1,none,82.47508426350853
d-shaped,8,10,0,80,150,300,3,A1,mu-metal,83.26270421526408
d-shaped,8,10,0,80,150,300,3,B1,none,82.29880689367188
d-shaped,8,10,0,80,150,300,3,B1,mu-metal,82.14109983135302
d-shaped,8,10,0,80,150,300,5,A1,none,81.54931364308604
d-shaped,8,10,0,80,150,300,5,A1,mu-metal,81.41369108833229
d-shaped,8,10,0,80,150,300,5,B1,none,81.55942860844128
d-shaped,8,10,0,80,150,300,5,B1,mu-metal,81.50551393657246
d-shaped,8,10,0,80,150,350,3,A1,none,82.34929401409266
d-shaped,8,10,0,80,150,350,3,A1,mu-metal,82.37977912721
d-shaped,8,10,0,80,150,350,3,B1,none,83.1062727620679
d-shaped,8,10,0,80,150,350,3,B1,mu-metal,82.52550742882359
d-shaped,8,10,0,80,150,350,5,A1,none,82.3289574337893
d-shaped,8,10,0,80,150,350,5,A1,mu-metal,82.07147000232781
d-shaped,8,10,0,80,150,350,5,B1,none,81.3919466041823
d-shaped,8,10,0,80,150,350,5,B1,mu-metal,81.75085574226456
d-shaped,8,10,0,80,170,300,3,A1,none,82.04055448625661
d-shaped,8,10,0,80,170,300,3,A1,mu-metal,81.7083947935994
d-shaped,8,10,0,80,170,300,3,B1,none,82.06141585165417
d-shaped,8,10,0,80,170,300,3,B1,mu-metal,82.3615168481303
d-shaped,8,10,0,80,170,300,5,A1,none,82.65510449237688
d-shaped,8,10,0,80,170,300,5,A1,mu-metal,81.47372847352945
d-shaped,8,10,0,80,170,300,5,B1,none,82.98434458770697
d-shaped,8,10,0,80,170,300,5,B1,mu-metal,81.26746660136138
d-shaped,8,10,0,80,170,350,3,A1,none,81.664322504377
d-shaped,8,10,0,80,170,350,3,A1,mu-metal,82.4445685473404
d-shaped,8,10,0,80,170,350,3,B1,none,82.82087788952526
d-shaped,8,10,0,80,170,350,3,B1,mu-metal,81.34633576910115
d-shaped,8,10,0,80,170,350,5,A1,none,81.88073612784248
d-shaped,8,10,0,80,170,350,5,A1,mu-metal,82.4177780977247
d-shaped,8,10,0,80,170,350,5,B1,none,82.70535845667615
d-shaped,8,10,0,80,170,350,5,B1,mu-metal,82.58559505033047
d-shaped,8,10,0,90,150,300,3,A1,none,81.38212036841814
d-shaped,8,10,0,90,150,300,3,A1,mu-metal,81.75755219558809
d-shaped,8,10,0,90,150,300,3,B1,none,82.79841796035743
d-shaped,8,10,0,90,150,300,3,B1,mu-metal,81.14941088484642
d-shaped,8,10,0,90,150,300,5,A1,none,82.75554301822912
d-shaped,8,10,0,90,150,300,5,A1,mu-metal,82.67135088764859
d-shaped,8,10,0,90,150,300,5,B1,none,82.73610914735457
d-shaped,8,10,0,90,150,300,5,B1,mu-metal,82.203888031138
d-shaped,8,10,0,90,150,350,3,A1,none,81.99907917427747
d-shaped,8,10,0,90,150,350,3,A1,mu-metal,81.88959071522656
d-shaped,8,10,0,90,150,350,3,B1,none,81.6374835203346
d-shaped,8,10,0,90,150,350,3,B1,mu-metal,81.75731318235313
d-shaped,8,10,0,90,150,350,5,A1,none,81.16209578325231
d-shaped,8,10,0,90,150,350,5,A1,mu-metal,82.63224917094742
d-shaped,8,10,0,90,150,350,5,B1,none,81.78564569657524
d-shaped,8,10,0,90,150,350,5,B1,mu-metal,81.9703672762345
d-shaped,8,10,0,90,170,300,3,A1,none,82.92889151833822
d-shaped,8,10,0,90,170,300,3,A1,mu-metal,82.51526984433484
d-shaped,8,10,0,90,170,300,3,B1,none,81.31872090877108
d-shaped,8,10,0,90,170,300,3,B1,mu-metal,81.89767069234568
d-shaped,8,10,0,90,170,300,5,A1,none,81.23112700318778
d-shaped,8,10,0,90,170,300,5,A1,mu-metal,82.17152611800373
d-shaped,8,10,0,90,170,300,5,B1,none,82.96564159760645
d-shaped,8,10,0,90,170,300,5,B1,mu-metal,81.27545626214963
d-shaped,8,10,0,90,170,350,3,A1,none,81.6739370568451
d-shaped,8,10,0,90,170,350,3,A1,mu-metal,81.9207211519843
d-shaped,8,10,0,90,170,350,3,B1,none,82.1426740043157
d-shaped,8,10,0,90,170,350,3,B1,mu-metal,82.98079889059144
d-shaped,8,10,0,90,170,350,5,A1,none,81.21277522756812
d-shaped,8,10,0,90,170,350,5,A1,mu-metal,81.49558253050866
d-shaped,8,10,0,90,170,350,5,B1,none,82.12731011802116
d-shaped,8,10,0,90,170,350,5,B1,mu-metal,81.37841640545669
d-shaped,8,10,10,80,150,300,3,A1,none,77.24022145978924
d-shaped,8,10,10,80,150,300,3,A1,mu-metal,77.8742948801693
d-shaped,8,10,10,80,150,300,3,B1,none,77.63424176180783
d-shaped,8,10,10,80,150,300,3,B1,mu-metal,77.50294770619756
d-shaped,8,10,10,80,150,300,5,A1,none,77.6784582273573
d-shaped,8,10,10,80,150,300,5,A1,mu-metal,77.46328259423449
d-shaped,8,10,10,80,150,300,5,B1,none,77.29921094925567
d-shaped,8,10,10,80,150,300,5,B1,mu-metal,77.63069120345395
d-shaped,8,10,10,80,150,350,3,A1,none,77.19670054249795
d-shaped,8,10,10,80,150,350,3,A1,mu-metal,76.80684387481229
d-shaped,8,10,10,80,150,350,3,B1,none,76.29977240933789
d-shaped,8,10,10,80,150,350,3,B1,mu-metal,76.65833177547988
d-shaped,8,10,10,80,150,350,5,A1,none,77.46166910353764
d-shaped,8,10,10,80,150,350,5,A1,mu-metal,76.73486848853099
d-shaped,8,10,10,80,150,350,5,B1,none,76.82105144888344
d-shaped,8,10,10,80,150,350,5,B1,mu-metal,77.10317462020083
d-shaped,8,10,10,80,170,300,3,A1,none,78.26883806928923
d-shaped,8,10,10,80,170,300,3,A1,mu-metal,77.14735771357431
d-shaped,8,10,10,80,170,300,3,B1,none,77.02672301741117
d-shaped,8,10,10,80,170,300,3,B1,mu-metal,76.84032194031678
d-shaped,8,10,10,80,170,300,5,A1,none,77.32956732563535
d-shaped,8,10,10,80,170,300,5,A1,mu-metal,76.79166098717768
d-shaped,8,10,10,80,170,300,5,B1,none,76.73682654070132
d-shaped,8,10,10,80,170,300,5,B1,mu-metal,76.93168066432237
d-shaped,8,10,10,80,170,350,3,A1,none,77.76397859226722
d-shaped,8,10,10,80,170,350,3,A1,mu-metal,76.60113452070091
d-shaped,8,10,10,80,170,350,3,B1,none,76.77135308371507
d-shaped,8,10,10,80,170,350,3,B1,mu-metal,77.65036791630472
d-shaped,8,10,10,80,170,350,5,A1,none,77.57734225618135
d-shaped,8,10,10,80,170,350,5,A1,mu-metal,78.02439467150569
d-shaped,8,10,10,80,170,350,5,B1,none,77.44118787431012
d-shaped,8,10,10,80,170,350,5,B1,mu-metal,77.1971888917288
d-shaped,8,10,10,90,150,300,3,A1,none,77.05388583893381
d-shaped,8,10,10,90,150,300,3,A1,mu-metal,77.3866216092489
d-shaped,8,10,10,90,150,300,3,B1,none,76.9364020285303
d-shaped,8,10,10,90,150,300,3,B1,mu-metal,77.23203666725722
d-shaped,8,10,10,90,150,300,5,A1,none,77.44789551957973
d-shaped,8,10,10,90,150,300,5,A1,mu-metal,77.55976582471341
d-shaped,8,10,10,90,150,300,5,B1,none,77.67109413647441
d-shaped,8,10,10,90,150,300,5,B1,mu-metal,76.90334759006676
d-shaped,8,10,10,90,150,350,3,A1,none,77.45008904177622
d-shaped,8,10,10,90,150,350,3,A1,mu-metal,77.12116480853052
d-shaped,8,10,10,90,150,350,3,B1,none,77.85249487441422
d-shaped,8,10,10,90,150,350,3,B1,mu-metal,78.07941854382639
d-shaped,8,10,10,90,150,350,5,A1,none,76.74696935059762
d-shaped,8,10,10,90,150,350,5,A1,mu-metal,77.17547160481674
d-shaped,8,10,10,90,150,350,5,B1,none,76.64703694717967
d-shaped,8,10,10,90,150,350,5,B1,mu-metal,77.57535217817609
d-shaped,8,10,10,90,170,300,3,A1,none,77.07679417095822
d-shaped,8,10,10,90,170,300,3,A1,mu-metal,77.05433767084162
d-shaped,8,10,10,90,170,300,3,B1,none,77.50803215240362
d-shaped,8,10,10,90,170,300,3,B1,mu-metal,77.13544423675295
d-shaped,8,10,10,90,170,300,5,A1,none,77.82491838509075
d-shaped,8,10,10,90,170,300,5,A1,mu-metal,76.48627697051224
d-shaped,8,10,10,90,170,300,5,B1,none,77.41089241806235
d-shaped,8,10,10,90,170,300,5,B1,mu-metal,77.23983569886612
d-shaped,8,10,10,90,170,350,3,A1,none,77.33191405751514
d-shaped,8,10,10,90,170,350,3,A1,mu-metal,77.44874441546858
d-shaped,8,10,10,90,170,350,3,B1,none,77.21776226028678
d-shaped,8,10,10,90,170,350,3,B1,mu-metal,76.78394737718438
d-shaped,8,10,10,90,170,350,5,A1,none,77.50458348045986
d-shaped,8,10,10,90,170,350,5,A1,mu-metal,77.16581745507983
d-shaped,8,10,10,90,170,350,5,B1,none,77.38821792792719
d-shaped,8,10,10,90,170,350,5,B1,mu-metal,77.47720885540875
d-shaped,8,15,0,80,150,300,3,A1,none,78.3776351391689
d-shaped,8,15,0,80,150,300,3,A1,mu-metal,78.06609722639891
d-shaped,8,15,0,80,150,300,3,B1,none,78.94685975582789
d-shaped,8,15,0,80,150,300,3,B1,mu-metal,78.48080134917251
d-shaped,8,15,0,80,150,300,5,A1,none,79.06757363648491
d-shaped,8,15,0,80,150,300,5,A1,mu-metal,78.97311987848548
d-shaped,8,15,0,80,150,300,5,B1,none,78.61642162640216
d-shaped,8,15,0,80,150,300,5,B1,mu-metal,78.9744150770631
d-shaped,8,15,0,80,150,350,3,A1,none,79.46943018923992
d-shaped,8,15,0,80,150,350,3,A1,mu-metal,79.02169207933522
d-shaped,8,15,0,80,150,350,3,B1,none,78.94466143778614
d-shaped,8,15,0,80,150,350,3,B1,mu-metal,78.61533522071174
d-shaped,8,15,0,80,150,350,5,A1,none,79.61069152720601
d-shaped,8,15,0,80,150,350,5,A1,mu-metal,78.42262130400619
d-shaped,8,15,0,80,150,350,5,B1,none,78.94907491872155
d-shaped,8,15,0,80,150,350,5,B1,mu-metal,78.98473145864017
d-shaped,8,15,0,80,170,300,3,A1,none,78.00565979061042
